32500,0101,93219,Taxa per expedició documents serveis gen,194946.73,,
32905,0101,93219,Taxes per accés oferta pública,1000,,
34930,0101,93219,Productes i serveis de Bcn Informació,10,,
36000,0101,93219,Publicacions,49900.16,,
36001,0101,93219,Publicitat en publicacions municipals,10,,
36002,0101,93219,Difusió d'informació per compte de terc.,49886.96,,
36100,0101,93219,Venda d'energia solar fotovoltaica,10,,
36200,0101,93219,Venda de material inservible,1000,,
36300,0101,93219,Impresos,10,,
36401,0101,93219,Treballs impremta municipal,30000,,
38903,0101,93219,Pagaments indeguts d'exercicis anteriors,176121.33,,
38908,0101,93219,Reintegrament despeses,10,,
38910,0101,93219,Reintegraments subvencions SIR,416.63,,
39130,0101,93219,Infraccions ordenances,2828548.51,,
39140,0101,93219,Infraccions d'ordenances inspecció (sanc,593643.76,,
39191,0101,93219,Sancions de contractes,10,,
39300,0101,93219,Interessos de demora,11.59,,
39901,0101,93219,Tarifa plataforma telefònica,500000,,
39903,0101,93219,Indemnitzacions desperfectes OOAA,10,,
39904,0101,93219,Indemnitzacions,9.15,,
39909,0101,93219,Sentències jutjats i tribunals,25000,,
39912,0101,93219,Incautació de dipòsits,10,,
39999,0101,93219,Altres ingressos diversos,10000,,
41000,0101,93219,Aport. d'OOAA de l'Ajuntament Barcelona,10,,
42090,0101,93219,Altres transf. corrents de l'A.G.Estat,10,,
42092,0101,93219,Subvencions fin. A.G. Estat eleccions,10,,
42110,0101,93219,Aportacions INE eleccions,10,,
45051,0101,93219,Subvencions fin. Generalitat (ocupació),20,,
45060,0101,93219,Altres transferències de la CCAA conveni,10,,
45080,0101,93219,Altres subvencions de la CCAA,10,,
45081,0101,93219,Subvencions fin. Gener. per eleccions,10,,
46100,0101,93219,Aportacions de la Diputació de Barcelona,10,,
46200,0101,93219,Transferències d'Ajuntaments,10,,
46900,0101,93219,Altres subvencions d'entitats locals,10,,
47000,0101,93219,Aportacions finalistes empreses privades,10,,
48010,0101,93219,Aport. finalistes famílies i institucions,10,,
49700,0101,93219,Aport. UE i d'altres municipis europeus,0,,
54104,0101,93219,Lloguer fibra fosca,10,,
55100,0101,93219,Conces.administr.sense contraprestació periòdica,10,,
42093,0102,93219,Aport. Estat formació de personal,10,,
45103,0102,93219,Aportacions EAPC Formació de personal,10,,
32500,0201,93219,Taxa per expedició documents serveis gen,4.36,,
34100,0201,93219,Residència-habitatge tutelat-centres dia,2763000,,
34101,0201,93219,Equipaments gent gran,10,,
34102,0201,93219,Serveis d'atenció domiciliària,10,,
34400,0201,93219,Actes culturals,7100.42,,
34901,0201,93219,Activitats Centres Oberts,30000,,
34902,0201,93219,Atenció a les famílies,4000,,
36000,0201,93219,Publicacions,7.68,,
38903,0201,93219,Pagaments indeguts d'exercicis anteriors,7.56,,
38906,0201,93219,Reintegraments per subministres,2.35,,
38910,0201,93219,Reintegraments subvencions SIR,416.67,,
39191,0201,93219,Sancions de contractes,10,,
39904,0201,93219,Indemnitzacions,9.16,,
39912,0201,93219,Incautació de dipòsits,10,,
41000,0201,93219,Aport. d'OOAA de l'Ajuntament Barcelona,10,,
42090,0201,93219,Altres transf. corrents de l'A.G.Estat,10,,
45030,0201,93219,Subv. finanlistes Generalitat per l'IMEB,1455000,,
45040,0201,93219,Subv. finalistes Gen. atenció primària,25514461,,
45041,0201,93219,Subv. finalistes Generalitat per l'EAIA,4274763,,
45042,0201,93219,Aportació de Generalitat per a gent gran,3400000,,
