10000,0101,91211,Retribucions bàsiques òrgans govern,3100801.82,3076513.11,3076513.11
10100,0101,91212,Retribucions bàsiques personal directiu,61320.18,61933.62,61933.62
10100,0101,91222,Retribucions bàsiques personal directiu,71788.86,73017.66,73017.66
10100,0101,92011,Retribucions bàsiques personal directiu,852084.92,1138458.52,1138458.52
10100,0101,92012,Retribucions bàsiques personal directiu,69852.06,70552.44,70552.44
10100,0101,92014,Retribucions bàsiques personal directiu,173416.82,176218.7,176218.7
10100,0101,92021,Retribucions bàsiques personal directiu,73052.84,73785.2,73785.2
10100,0101,92032,Retribucions bàsiques personal directiu,66023.52,66320.6,66320.6
10100,0101,92521,Retribucions bàsiques personal directiu,183960.54,185800.86,185800.86
10100,0101,92523,Retribucions bàsiques personal directiu,64740.9,65389.09,65389.09
10100,0101,93115,Retribucions bàsiques personal directiu,428564.62,432857.53,432857.53
11000,0101,43014,Retribucions bàsiques personal eventual,53533.38,54068.98,54068.98
11000,0101,91211,Retribucions bàsiques personal eventual,3985915.04,4240166.4,4240166.4
11000,0101,91212,Retribucions bàsiques personal eventual,525156.54,310668.73,310668.73
11000,0101,91222,Retribucions bàsiques personal eventual,94905.96,95940.65,95940.65
11000,0101,92011,Retribucions bàsiques personal eventual,39914.02,40313.3,40313.3
11000,0101,92016,Retribucions bàsiques personal eventual,631619.44,613451.76,613451.76
11000,0101,92021,Retribucions bàsiques personal eventual,131448.42,131943.42,131943.42
11099,0101,91211,Retribucions a reintegrar electe i eventual,0,0,-55.48
12000,0101,43014,Retribucions bàsiques grup A1 funcionari,14824.22,14972.58,14972.58
12000,0101,91211,Retribucions bàsiques grup A1 funcionari,88945.32,113567.74,113567.74
12000,0101,91212,Retribucions bàsiques grup A1 funcionari,0,80694.2,80694.2
12000,0101,91222,Retribucions bàsiques grup A1 funcionari,14824.22,2262.72,2262.72
12000,0101,92011,Retribucions bàsiques grup A1 funcionari,385429.72,527317.62,527317.62
12000,0101,92012,Retribucions bàsiques grup A1 funcionari,29648.44,41979.42,41979.42
12000,0101,92014,Retribucions bàsiques grup A1 funcionari,142313.84,126906.26,126906.26
12000,0101,92016,Retribucions bàsiques grup A1 funcionari,74121.1,90113.88,90113.88
12000,0101,92021,Retribucions bàsiques grup A1 funcionari,88945.32,89831.64,89831.64
